GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017
"G1200630","2010","3","5","Florida","12","Jackson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,49746,47603,33111,13106,305,227,25,50,779,2143,1262,125,30,12,26,546,142
"G1200650","2010","3","5","Florida","12","Jefferson County","065",,,,,,,,,,,,,,"45220","99999","999",,,,,,,,,,,,,,"Jefferson County",,14761,14215,8668,5293,33,49,4,9,159,546,244,47,4,8,1,212,30
"G1200670","2010","3","5","Florida","12","Lafayette County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lafayette County",,8870,7794,6266,1396,20,13,2,7,90,1076,602,15,18,0,0,411,30
"G1200690","2010","3","5","Florida","12","Lake County","069",,,,,,,,,,,,,,"36740","99999","422",,,,,,,,,,,,,,"Lake County",,297052,261043,221365,27796,965,5055,194,1052,4616,36009,22259,1307,507,118,21,9726,2071
"G1200710","2010","3","5","Florida","12","Lee County","071",,,,,,,,,,,,,,"15980","99999","999",,,,,,,,,,,,,,"Lee County",,618754,505446,439048,47751,1292,8252,197,1581,7325,113308,74448,3318,901,209,183,28709,5540
"G1200730","2010","3","5","Florida","12","Leon County","073",,,,,,,,,,,,,,"45220","99999","999",,,,,,,,,,,,,,"Leon County",,275487,260126,163483,82386,681,7950,121,511,4994,15361,9997,1134,94,103,19,2886,1128
"G1200750","2010","3","5","Florida","12","Levy County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Levy County",,40801,37754,32958,3756,129,228,14,48,621,3047,1918,76,41,1,10,831,170
"G1200770","2010","3","5","Florida","12","Liberty County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Liberty County",,8365,7847,6159,1472,77,16,0,8,115,518,303,25,12,1,0,150,27
"G1200790","2010","3","5","Florida","12","Madison County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Madison County",,19224,18325,10582,7423,76,43,0,6,195,899,488,37,17,4,0,296,57
"G1200810","2010","3","5","Florida","12","Manatee County","081",,,,,,,,,,,,,,"35840","99999","494",,,,,,,,,,,,,,"Manatee County",,322833,274878,236950,27228,608,5203,168,521,4200,47955,27372,1002,436,72,50,16739,2284
"G1200830","2010","3","5","Florida","12","Marion County","083",,,,,,,,,,,,,,"36100","99999","999",,,,,,,,,,,,,,"Marion County",,331298,295161,245136,39337,983,4337,121,647,4600,36137,23148,1491,326,70,23,8865,2214
"G1200850","2010","3","5","Florida","12","Martin County","085",,,,,,,,,,,,,,"38940","99999","442",,,,,,,,,,,,,,"Martin County",,146318,128437,117532,7493,248,1510,52,139,1463,17881,10159,349,592,30,52,5829,870
"G1200860","2010","3","5","Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,"33100","33124","999",,,,,,,,,,,,,,"Miami-Dade County",,2496435,872576,383551,425650,2014,35841,468,4953,20099,1623859,1458336,47326,2986,1828,207,74398,38778
"G1200870","2010","3","5","Florida","12","Monroe County","087",,,,,,,,,,,,,,"28580","99999","999",,,,,,,,,,,,,,"Monroe County",,73090,58019,52089,3851,247,782,60,76,914,15071,13320,343,49,27,10,935,387
"G1200890","2010","3","5","Florida","12","Nassau County","089",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"Nassau County",,73314,70934,64410,4581,248,619,46,98,932,2380,1399,87,60,20,4,587,223
"G1200910","2010","3","5","Florida","12","Okaloosa County","091",,,,,,,,,,,,,,"18880","99999","999",,,,,,,,,,,,,,"Okaloosa County",,180822,168526,139500,16333,895,5189,330,397,5882,12296,7082,464,173,139,24,3195,1219
"G1200930","2010","3","5","Florida","12","Okeechobee County","093",,,,,,,,,,,,,,"36380","99999","999",,,,,,,,,,,,,,"Okeechobee County",,39996,30435,26258,3117,287,345,25,28,375,9561,4751,86,93,6,4,4245,376
"G1200950","2010","3","5","Florida","12","Orange County","095",,,,,,,,,,,,,,"36740","99999","422",,,,,,,,,,,,,,"Orange County",,1145956,837712,526754,223200,2449,55541,1038,6278,22452,308244,202041,15041,2083,1040,228,70938,16873
"G1200970","2010","3","5","Florida","12","Osceola County","097",,,,,,,,,,,,,,"36740","99999","422",,,,,,,,,,,,,,"Osceola County",,268685,146539,108292,24503,596,7120,229,1393,4406,122146,82349,5866,856,286,65,26230,6494
"G1200990","2010","3","5","Florida","12","Palm Beach County","099",,,,,,,,,,,,,,"33100","48424","999",,,,,,,,,,,,,,"Palm Beach County",,1320134,1069311,793571,221209,2171,30549,511,4079,17221,250823,176550,7481,3872,551,259,49059,13051
"G1201010","2010","3","5","Florida","12","Pasco County","101",,,,,,,,,,,,,,"45300","99999","999",,,,,,,,,,,,,,"Pasco County",,464697,410161,372239,19010,1236,9609,223,686,7158,54536,37545,1690,410,187,47,11368,3289
"G1201030","2010","3","5","Florida","12","Pinellas County","103",,,,,,,,,,,,,,"45300","99999","999",,,,,,,,,,,,,,"Pinellas County",,916542,843301,704786,91922,2066,26749,724,1802,15252,73241,48106,2823,826,399,86,16237,4764
"G1201050","2010","3","5","Florida","12","Polk County","105",,,,,,,,,,,,,,"29460","99999","999",,,,,,,,,,,,,,"Polk County",,602095,495563,388769,85336,1658,9567,238,1083,8912,106532,64085,3497,1048,193,122,31764,5823
"G1201070","2010","3","5","Florida","12","Putnam County","107",,,,,,,,,,,,,,"37260","99999","999",,,,,,,,,,,,,,"Putnam County",,74364,67658,53981,11842,271,444,36,80,1004,6706,3487,188,88,11,17,2625,290
"G1201090","2010","3","5","Florida","12","St. Johns County","109",,,,,,,,,,,,,,"27260","99999","999",,,,,,,,,,,,,,"St. Johns County",,190039,180067,162194,10388,457,3854,140,290,2744,9972,7600,296,94,66,9,1286,621
"G1201110","2010","3","5","Florida","12","St. Lucie County","111",,,,,,,,,,,,,,"38940","99999","442",,,,,,,,,,,,,,"St. Lucie County",,277789,231794,170032,51373,664,4226,127,845,4527,45995,29304,1663,459,108,34,11667,2760
"G1201130","2010","3","5","Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,"37860","99999","999",,,,,,,,,,,,,,"Santa Rosa County",,151372,144865,128726,7940,1194,2690,200,218,3897,6507,4194,265,112,69,17,1245,605
"G1201150","2010","3","5","Florida","12","Sarasota County","115",,,,,,,,,,,,,,"35840","99999","494",,,,,,,,,,,,,,"Sarasota County",,379448,349415,321978,17036,667,4818,102,545,4269,30033,20112,779,278,85,32,7011,1736
"G1201170","2010","3","5","Florida","12","Seminole County","117",,,,,,,,,,,,,,"36740","99999","422",,,,,,,,,,,,,,"Seminole County",,422718,350261,280452,44196,995,15451,194,1202,7771,72457,50212,2911,391,241,64,14219,4419
"G1201190","2010","3","5","Florida","12","Sumter County","119",,,,,,,,,,,,,,"45540","99999","422",,,,,,,,,,,,,,"Sumter County",,93420,87838,77338,8736,294,609,28,77,756,5582,3555,286,65,11,11,1360,294
"G1201210","2010","3","5","Florida","12","Suwannee County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Suwannee County",,41551,37955,32300,4696,162,223,11,37,526,3596,1999,58,49,5,4,1234,247
"G1201230","2010","3","5","Florida","12","Taylor County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Taylor County",,22570,21793,16483,4629,171,149,5,15,341,777,481,40,9,4,1,190,52
"G1201250","2010","3","5","Florida","12","Union County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,15535,14792,11123,3391,52,32,2,4,188,743,532,58,5,2,0,109,37
"G1201270","2010","3","5","Florida","12","Volusia County","127",,,,,,,,,,,,,,"19660","99999","422",,,,,,,,,,,,,,"Volusia County",,494593,439376,372982,49548,1356,7368,166,778,7178,55217,35274,2243,422,199,38,13709,3332
"G1201290","2010","3","5","Florida","12","Wakulla County","129",,,,,,,,,,,,,,"45220","99999","999",,,,,,,,,,,,,,"Wakulla County",,30776,29760,24472,4406,174,166,17,29,496,1016,752,58,17,6,1,119,63
"G1201310","2010","3","5","Florida","12","Walton County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Walton County",,55043,52122,46857,3147,463,491,37,62,1065,2921,1494,31,25,8,21,1107,235
"G1201330","2010","3","5","Florida","12","Washington County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,24896,24163,19551,3698,296,131,15,14,458,733,463,47,23,3,0,135,62
"G1300010","2010","3","5","Georgia","13","Appling County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Appling County",,18236,16532,12854,3360,40,125,11,10,132,1704,531,32,28,1,12,1037,63
"G1300030","2010","3","5","Georgia","13","Atkinson County","003",,,,,,,,,,,,,,"20060","99999","999",,,,,,,,,,,,,,"Atkinson County",,8375,6336,4776,1428,31,17,14,4,66,2039,437,25,16,6,10,1481,64
"G1300050","2010","3","5","Georgia","13","Bacon County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bacon County",,11096,10305,8431,1696,8,34,10,6,120,791,294,8,12,4,0,450,23
"G1300070","2010","3","5","Georgia","13","Baker County","007",,,,,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,,,"Baker County",,3451,3306,1642,1600,9,24,2,1,28,145,33,13,0,1,0,84,14
"G1300090","2010","3","5","Georgia","13","Baldwin County","009",,,,,,,,,,,,,,"33300","99999","999",,,,,,,,,,,,,,"Baldwin County",,45720,44801,24704,18866,85,580,18,55,493,919,417,99,13,2,1,324,63
"G1300110","2010","3","5","Georgia","13","Banks County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Banks County",,18395,17354,16526,416,36,165,0,9,202,1041,351,11,21,0,3,597,58
"G1300130","2010","3","5","Georgia","13","Barrow County","013",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Barrow County",,69367,63330,51736,7769,130,2359,28,141,1167,6037,2929,120,56,23,8,2460,441
"G1300150","2010","3","5","Georgia","13","Bartow County","015",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Bartow County",,100157,92467,79803,10024,288,705,54,102,1491,7690,3059,154,105,14,6,3751,601
"G1300170","2010","3","5","Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,"22340","99999","999",,,,,,,,,,,,,,"Ben Hill County",,17634,16608,10164,6087,47,120,2,15,173,1026,282,17,9,6,0,650,62
"G1300190","2010","3","5","Georgia","13","Berrien County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Berrien County",,19286,18401,16050,2040,44,82,3,8,174,885,277,23,12,0,1,502,70
"G1300210","2010","3","5","Georgia","13","Bibb County","021",,,,,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,,,"Bibb County",,155547,151158,65494,80744,287,2492,74,215,1852,4389,1705,372,45,39,46,1799,383
"G1300230","2010","3","5","Georgia","13","Bleckley County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bleckley County",,13063,12762,9000,3533,7,109,3,8,102,301,151,31,6,1,0,86,26
"G1300250","2010","3","5","Georgia","13","Brantley County","025",,,,,,,,,,,,,,"15260","99999","999",,,,,,,,,,,,,,"Brantley County",,18411,18068,17198,531,56,37,2,10,234,343,182,7,2,1,0,113,38
"G1300270","2010","3","5","Georgia","13","Brooks County","027",,,,,,,,,,,,,,"46660","99999","999",,,,,,,,,,,,,,"Brooks County",,16243,15390,9425,5695,48,51,5,17,149,853,297,34,1,0,9,460,52
"G1300290","2010","3","5","Georgia","13","Bryan County","029",,,,,,,,,,,,,,"42340","99999","496",,,,,,,,,,,,,,"Bryan County",,30233,28897,23446,4210,81,473,22,62,603,1336,808,76,17,13,3,264,155
"G1300310","2010","3","5","Georgia","13","Bulloch County","031",,,,,,,,,,,,,,"44340","99999","999",,,,,,,,,,,,,,"Bulloch County",,70217,67778,46251,19252,142,1013,58,106,956,2439,964,157,41,7,6,1059,205
"G1300330","2010","3","5","Georgia","13","Burke County","033",,,,,,,,,,,,,,"12260","99999","999",,,,,,,,,,,,,,"Burke County",,23316,22699,10844,11469,47,68,20,11,240,617,226,64,2,9,0,249,67
"G1300350","2010","3","5","Georgia","13","Butts County","035",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Butts County",,23655,23058,16200,6431,52,100,3,19,253,597,346,38,7,9,0,135,62
"G1300370","2010","3","5","Georgia","13","Calhoun County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calhoun County",,6694,6432,2250,4092,9,30,0,2,49,262,76,13,1,0,18,139,15
"G1300390","2010","3","5","Georgia","13","Camden County","039",,,,,,,,,,,,,,"41220","99999","999",,,,,,,,,,,,,,"Camden County",,50513,47923,35977,9621,230,706,70,72,1247,2590,1580,178,29,18,6,495,284
"G1300430","2010","3","5","Georgia","13","Candler County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Candler County",,10998,9771,6949,2669,8,57,1,11,76,1227,304,14,1,0,4,866,38
"G1300450","2010","3","5","Georgia","13","Carroll County","045",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Carroll County",,110527,103727,80531,19862,296,836,19,249,1934,6800,3048,227,93,17,13,2872,530
"G1300470","2010","3","5","Georgia","13","Catoosa County","047",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Catoosa County",,63942,62473,59149,1356,191,762,30,49,936,1469,696,36,21,21,4,572,119
"G1300490","2010","3","5","Georgia","13","Charlton County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Charlton County",,12171,11861,8116,3443,38,76,3,5,180,310,236,21,7,0,0,34,12
"G1300510","2010","3","5","Georgia","13","Chatham County","051",,,,,,,,,,,,,,"42340","99999","496",,,,,,,,,,,,,,"Chatham County",,265128,250758,133492,105274,587,6229,224,476,4476,14370,6518,1118,104,82,30,5295,1223
"G1300530","2010","3","5","Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,,,"Chattahoochee County",,11267,9869,7089,2047,67,231,62,13,360,1398,664,76,14,15,10,481,138
"G1300550","2010","3","5","Georgia","13","Chattooga County","055",,,,,,,,,,,,,,"44900","99999","999",,,,,,,,,,,,,,"Chattooga County",,26015,24972,21589,2886,48,108,2,24,315,1043,239,13,19,0,25,648,99
"G1300570","2010","3","5","Georgia","13","Cherokee County","057",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Cherokee County",,214346,193780,174243,11633,536,3484,84,487,3313,20566,11293,484,278,54,51,7248,1158
"G1300590","2010","3","5","Georgia","13","Clarke County","059",,,,,,,,,,,,,,"12020","99999","999",,,,,,,,,,,,,,"Clarke County",,116714,104522,66674,30695,141,4811,48,270,1883,12192,5564,293,106,58,36,5493,642
"G1300610","2010","3","5","Georgia","13","Clay County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,3183,3157,1188,1920,11,10,1,0,27,26,9,3,0,0,0,4,10
"G1300630","2010","3","5","Georgia","13","Clayton County","063",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Clayton County",,259424,223977,36610,169020,562,12839,103,467,4376,35447,12350,2460,403,98,36,17909,2191
"G1300650","2010","3","5","Georgia","13","Clinch County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clinch County",,6798,6562,4536,1876,38,13,4,16,79,236,45,10,6,0,0,160,15
"G1300670","2010","3","5","Georgia","13","Cobb County","067",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Cobb County",,688078,603748,387438,168053,1332,30432,267,2961,13265,84330,40585,3721,982,225,79,33340,5398
"G1300690","2010","3","5","Georgia","13","Coffee County","069",,,,,,,,,,,,,,"20060","99999","999",,,,,,,,,,,,,,"Coffee County",,42356,38004,25907,11227,87,302,9,46,426,4352,1479,56,30,1,6,2629,151
"G1300710","2010","3","5","Georgia","13","Colquitt County","071",,,,,,,,,,,,,,"34220","99999","999",,,,,,,,,,,,,,"Colquitt County",,45498,37735,26759,10143,100,289,12,42,390,7763,2682,67,118,5,7,4626,258
"G1300730","2010","3","5","Georgia","13","Columbia County","073",,,,,,,,,,,,,,"12260","99999","999",,,,,,,,,,,,,,"Columbia County",,124053,117878,91517,18084,350,4726,185,213,2803,6175,3350,355,43,35,16,1690,686
"G1300750","2010","3","5","Georgia","13","Cook County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cook County",,17212,16188,11171,4684,38,113,2,16,164,1024,354,20,2,1,3,573,71
"G1300770","2010","3","5","Georgia","13","Coweta County","077",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Coweta County",,127317,118824,92604,21744,284,1895,54,182,2061,8493,3990,285,92,39,14,3494,579
"G1300790","2010","3","5","Georgia","13","Crawford County","079",,,,,,,,,,,,,,"31420","99999","356",,,,,,,,,,,,,,"Crawford County",,12630,12329,9282,2806,52,32,2,7,148,301,146,12,6,1,6,120,10
"G1300810","2010","3","5","Georgia","13","Crisp County","081",,,,,,,,,,,,,,"18380","99999","999",,,,,,,,,,,,,,"Crisp County",,23439,22691,12216,10033,24,183,6,15,214,748,271,46,8,0,5,405,13
"G1300830","2010","3","5","Georgia","13","Dade County","083",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Dade County",,16633,16341,15796,142,65,114,5,24,195,292,177,3,9,4,4,72,23
"G1300850","2010","3","5","Georgia","13","Dawson County","085",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Dawson County",,22330,21410,20847,97,73,124,8,13,248,920,504,8,9,2,1,341,55
"G1300870","2010","3","5","Georgia","13","Decatur County","087",,,,,,,,,,,,,,"12460","99999","999",,,,,,,,,,,,,,"Decatur County",,27842,26438,14615,11366,57,138,3,33,226,1404,481,72,60,6,3,670,112
"G1300890","2010","3","5","Georgia","13","DeKalb County","089",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"DeKalb County",,691893,624069,203395,370963,1239,35173,245,1644,11410,67824,26761,4762,1240,253,97,29609,5102
"G1300910","2010","3","5","Georgia","13","Dodge County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dodge County",,21796,21064,14273,6451,39,101,3,11,186,732,276,53,16,0,11,347,29
"G1300930","2010","3","5","Georgia","13","Dooly County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dooly County",,14918,14056,6461,7381,16,93,3,6,96,862,349,61,0,3,0,409,40
"G1300950","2010","3","5","Georgia","13","Dougherty County","095",,,,,,,,,,,,,,"10500","99999","999",,,,,,,,,,,,,,"Dougherty County",,94565,92492,27315,63198,177,719,52,84,947,2073,671,272,32,17,68,837,176
"G1300970","2010","3","5","Georgia","13","Douglas County","097",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Douglas County",,132403,121278,64911,51387,321,1876,128,327,2328,11125,4547,903,78,28,9,4731,829
"G1300990","2010","3","5","Georgia","13","Early County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Early County",,11008,10837,5250,5441,34,37,2,5,68,171,74,21,5,0,0,55,16
"G1301010","2010","3","5","Georgia","13","Echols County","101",,,,,,,,,,,,,,"46660","99999","999",,,,,,,,,,,,,,"Echols County",,4034,2851,2555,163,55,12,1,9,56,1183,468,8,17,1,1,630,58
"G1301030","2010","3","5","Georgia","13","Effingham County","103",,,,,,,,,,,,,,"42340","99999","496",,,,,,,,,,,,,,"Effingham County",,52250,50749,42311,6982,135,425,16,66,814,1501,871,66,21,2,10,365,166
"G1301050","2010","3","5","Georgia","13","Elbert County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Elbert County",,20166,19199,12956,5906,37,121,5,15,159,967,341,44,12,0,0,525,45
"G1301070","2010","3","5","Georgia","13","Emanuel County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Emanuel County",,22598,21677,13733,7541,46,154,3,33,167,921,195,21,12,0,0,648,45
"G1301090","2010","3","5","Georgia","13","Evans County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Evans County",,11000,9559,6228,3165,9,60,0,5,92,1441,243,40,10,14,17,1092,25
"G1301110","2010","3","5","Georgia","13","Fannin County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fannin County",,23682,23251,22761,75,68,72,6,17,252,431,246,8,3,5,0,139,30
"G1301130","2010","3","5","Georgia","13","Fayette County","113",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Fayette County",,106567,99807,72202,21117,221,4106,61,221,1879,6760,3600,278,95,24,14,2240,509
"G1301150","2010","3","5","Georgia","13","Floyd County","115",,,,,,,,,,,,,,"40660","99999","999",,,,,,,,,,,,,,"Floyd County",,96317,87330,70959,13494,194,1225,56,108,1294,8987,3096,146,150,28,60,5002,505
"G1301170","2010","3","5","Georgia","13","Forsyth County","117",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Forsyth County",,175511,158961,140943,4287,362,10875,54,316,2124,16550,9003,223,213,50,12,6297,752
"G1301190","2010","3","5","Georgia","13","Franklin County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,22084,21218,18913,1821,29,121,4,25,305,866,367,29,13,0,0,384,73
"G1301210","2010","3","5","Georgia","13","Fulton County","121",,,,,,,,,,,,,,"12060","99999","122",,,,,,,,,,,,,,"Fulton County",,920581,848015,376014,400457,1586,51304,287,2582,15785,72566,33683,5118,673,265,48,28285,4494
"G1301230","2010","3","5","Georgia","13","Gilmer County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gilmer County",,28292,25615,25078,98,72,65,15,18,269,2677,1037,37,22,9,24,1446,102
"G1301250","2010","3","5","Georgia","13","Glascock County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glascock County",,3082,3049,2750,251,7,1,0,5,35,33,17,2,0,0,0,14,0
"G1301270","2010","3","5","Georgia","13","Glynn County","127",,,,,,,,,,,,,,"15260","99999","999",,,,,,,,,,,,,,"Glynn County",,79626,74500,51602,20525,146,894,74,107,1152,5126,2221,201,86,27,21,2292,278
"G1301290","2010","3","5","Georgia","13","Gordon County","129",,,,,,,,,,,,,,"15660","99999","999",,,,,,,,,,,,,,"Gordon County",,55186,47448,44107,1945,130,522,49,44,651,7738,2925,60,72,18,22,4208,433
