GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017
"G3701790","2010","3","5","North Carolina","37","Union County","179",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Union County",,201292,180325,150098,23134,605,3243,58,415,2772,20967,8856,424,210,28,5,10345,1099
"G3701810","2010","3","5","North Carolina","37","Vance County","181",,,,,,,,,,,,,,"25780","99999","999",,,,,,,,,,,,,,"Vance County",,45422,42371,19101,22477,79,199,7,41,467,3051,957,168,68,3,0,1713,142
"G3701830","2010","3","5","North Carolina","37","Wake County","183",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Wake County",,900993,813071,560536,182793,2537,48287,317,1755,16846,87922,37010,3717,1966,266,70,39173,5720
"G3701850","2010","3","5","North Carolina","37","Warren County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Warren County",,20972,20280,7971,10911,1026,49,3,21,299,692,157,59,24,2,0,407,43
"G3701870","2010","3","5","North Carolina","37","Washington County","187",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,13228,12762,5998,6567,21,38,1,14,123,466,86,20,3,0,0,326,31
"G3701890","2010","3","5","North Carolina","37","Watauga County","189",,,,,,,,,,,,,,"14380","99999","999",,,,,,,,,,,,,,"Watauga County",,51079,49366,47268,855,117,467,13,54,592,1713,1004,22,12,8,0,543,124
"G3701910","2010","3","5","North Carolina","37","Wayne County","191",,,,,,,,,,,,,,"24140","99999","999",,,,,,,,,,,,,,"Wayne County",,122623,110461,68216,38107,333,1405,47,231,2122,12162,3919,392,148,26,17,6958,702
"G3701930","2010","3","5","North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,"35900","99999","999",,,,,,,,,,,,,,"Wilkes County",,69340,65568,61587,2785,110,295,15,67,709,3772,1237,45,23,1,5,2245,216
"G3701950","2010","3","5","North Carolina","37","Wilson County","195",,,,,,,,,,,,,,"48980","99999","999",,,,,,,,,,,,,,"Wilson County",,81234,73510,40157,31462,190,664,22,108,907,7724,2065,224,48,4,3,5014,366
"G3701970","2010","3","5","North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Yadkin County",,38406,34657,33022,1165,66,71,5,11,317,3749,985,27,13,7,7,2549,161
"G3701990","2010","3","5","North Carolina","37","Yancey County","199",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yancey County",,17818,17004,16652,128,42,34,2,6,140,814,315,17,37,0,3,414,28
"G3800010","2010","2","4","North Dakota","38","Adams County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adams County",,2343,2323,2266,8,15,9,2,0,23,20,13,0,1,0,0,4,2
"G3800030","2010","2","4","North Dakota","38","Barnes County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barnes County",,11066,10943,10599,83,71,58,1,1,130,123,69,3,1,0,1,23,26
"G3800050","2010","2","4","North Dakota","38","Benson County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benson County",,6660,6583,2861,1,3631,3,1,0,86,77,28,0,32,0,0,10,7
"G3800070","2010","2","4","North Dakota","38","Billings County","007",,,,,,,,,,,,,,"19860","99999","999",,,,,,,,,,,,,,"Billings County",,783,779,771,0,3,4,0,0,1,4,1,2,0,0,0,1,0
"G3800090","2010","2","4","North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bottineau County",,6429,6347,6062,25,130,16,1,2,111,82,50,0,6,0,0,20,6
"G3800110","2010","2","4","North Dakota","38","Bowman County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bowman County",,3151,3073,3039,3,13,2,0,0,16,78,46,0,5,0,0,27,0
"G3800130","2010","2","4","North Dakota","38","Burke County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Burke County",,1968,1931,1891,4,12,13,0,0,11,37,33,0,3,1,0,0,0
"G3800150","2010","2","4","North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,"13900","99999","999",,,,,,,,,,,,,,"Burleigh County",,81308,80322,75054,476,3284,386,26,54,1042,986,580,7,109,6,1,174,109
"G3800170","2010","2","4","North Dakota","38","Cass County","017",,,,,,,,,,,,,,"22020","99999","244",,,,,,,,,,,,,,"Cass County",,149778,146763,135530,3372,1681,3524,49,140,2467,3015,1778,56,146,8,3,658,366
"G3800190","2010","2","4","North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cavalier County",,3993,3969,3890,4,35,9,1,1,29,24,12,0,2,0,0,8,2
"G3800210","2010","2","4","North Dakota","38","Dickey County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickey County",,5289,5189,5044,35,30,22,1,1,56,100,60,2,1,0,0,28,9
"G3800230","2010","2","4","North Dakota","38","Divide County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Divide County",,2071,2041,2006,5,10,6,0,0,14,30,24,0,1,1,0,1,3
"G3800250","2010","2","4","North Dakota","38","Dunn County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dunn County",,3536,3498,2984,8,443,10,0,0,53,38,19,0,6,0,0,6,7
"G3800270","2010","2","4","North Dakota","38","Eddy County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Eddy County",,2385,2333,2242,4,57,6,2,0,22,52,28,0,1,0,0,20,3
"G3800290","2010","2","4","North Dakota","38","Emmons County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Emmons County",,3550,3516,3468,2,14,6,0,0,26,34,27,0,0,0,0,6,1
"G3800310","2010","2","4","North Dakota","38","Foster County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Foster County",,3343,3314,3272,3,20,3,0,0,16,29,19,0,0,0,0,8,2
"G3800330","2010","2","4","North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Golden Valley County",,1680,1645,1613,9,10,1,1,0,11,35,24,1,0,0,0,8,2
"G3800350","2010","2","4","North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,"24220","99999","999",,,,,,,,,,,,,,"Grand Forks County",,66861,64910,59271,1322,1592,1280,35,27,1383,1951,1087,39,65,12,5,526,217
"G3800370","2010","2","4","North Dakota","38","Grant County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grant County",,2394,2387,2325,1,27,3,0,0,31,7,3,0,0,0,0,4,0
"G3800390","2010","2","4","North Dakota","38","Griggs County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Griggs County",,2420,2411,2387,7,8,4,0,4,1,9,5,0,0,0,0,1,3
"G3800410","2010","2","4","North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hettinger County",,2477,2465,2372,6,51,1,3,0,32,12,10,0,1,0,0,1,0
"G3800430","2010","2","4","North Dakota","38","Kidder County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kidder County",,2435,2364,2329,6,3,22,0,0,4,71,15,0,3,0,0,47,6
"G3800450","2010","2","4","North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"LaMoure County",,4139,4105,4053,5,16,6,0,0,25,34,24,1,0,0,0,9,0
"G3800470","2010","2","4","North Dakota","38","Logan County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,1990,1978,1954,2,8,5,0,0,9,12,5,0,1,0,0,2,4
"G3800490","2010","2","4","North Dakota","38","McHenry County","049",,,,,,,,,,,,,,"33500","99999","999",,,,,,,,,,,,,,"McHenry County",,5395,5315,5218,8,28,16,0,0,45,80,57,0,2,0,0,18,3
"G3800510","2010","2","4","North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McIntosh County",,2809,2771,2725,6,12,10,0,0,18,38,30,0,0,1,0,7,0
"G3800530","2010","2","4","North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McKenzie County",,6360,6221,4746,4,1349,19,2,4,97,139,46,4,63,0,0,23,3
"G3800550","2010","2","4","North Dakota","38","McLean County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McLean County",,8962,8851,8115,6,585,12,2,3,128,111,43,2,40,0,0,16,10
"G3800570","2010","2","4","North Dakota","38","Mercer County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mercer County",,8424,8303,7996,16,174,27,12,0,78,121,56,1,22,0,0,31,11
"G3800590","2010","2","4","North Dakota","38","Morton County","059",,,,,,,,,,,,,,"13900","99999","999",,,,,,,,,,,,,,"Morton County",,27471,27071,25537,112,959,53,24,8,378,400,188,8,41,1,0,91,71
"G3800610","2010","2","4","North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mountrail County",,7673,7387,4931,16,2240,15,1,6,178,286,104,0,108,0,0,56,18
"G3800630","2010","2","4","North Dakota","38","Nelson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nelson County",,3126,3093,3018,8,28,2,1,0,36,33,19,0,2,1,0,1,10
"G3800650","2010","2","4","North Dakota","38","Oliver County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Oliver County",,1846,1827,1782,3,26,4,0,0,12,19,14,0,2,0,0,3,0
"G3800670","2010","2","4","North Dakota","38","Pembina County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pembina County",,7413,7223,6947,21,143,11,2,3,96,190,130,0,1,0,0,55,4
"G3800690","2010","2","4","North Dakota","38","Pierce County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pierce County",,4357,4313,4084,19,169,3,1,4,33,44,16,1,1,0,0,25,1
"G3800710","2010","2","4","North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ramsey County",,11451,11314,9980,41,964,45,5,4,275,137,64,0,30,0,0,24,19
"G3800730","2010","2","4","North Dakota","38","Ransom County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ransom County",,5457,5391,5285,19,21,20,0,1,45,66,53,0,2,0,3,6,2
"G3800750","2010","2","4","North Dakota","38","Renville County","075",,,,,,,,,,,,,,"33500","99999","999",,,,,,,,,,,,,,"Renville County",,2470,2446,2401,2,9,5,0,0,29,24,18,0,1,0,0,5,0
"G3800770","2010","2","4","North Dakota","38","Richland County","077",,,,,,,,,,,,,,"47420","99999","244",,,,,,,,,,,,,,"Richland County",,16321,16050,15351,110,302,88,7,10,182,271,156,0,28,0,2,57,28
"G3800790","2010","2","4","North Dakota","38","Rolette County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rolette County",,13937,13804,2802,21,10677,16,1,1,286,133,23,0,86,0,0,14,10
"G3800810","2010","2","4","North Dakota","38","Sargent County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sargent County",,3829,3778,3717,2,20,9,2,2,26,51,36,0,0,0,2,11,2
"G3800830","2010","2","4","North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sheridan County",,1321,1305,1272,0,14,2,2,0,15,16,6,4,0,0,0,5,1
"G3800850","2010","2","4","North Dakota","38","Sioux County","085",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sioux County",,4153,4071,517,6,3433,4,0,0,111,82,8,1,59,0,2,4,8
"G3800870","2010","2","4","North Dakota","38","Slope County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Slope County",,727,715,707,0,6,0,0,0,2,12,2,0,10,0,0,0,0
"G3800890","2010","2","4","North Dakota","38","Stark County","089",,,,,,,,,,,,,,"19860","99999","999",,,,,,,,,,,,,,"Stark County",,24199,23745,22765,186,230,288,7,15,254,454,261,11,10,4,2,111,55
"G3800910","2010","2","4","North Dakota","38","Steele County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Steele County",,1975,1955,1916,3,23,2,0,1,10,20,11,0,0,0,0,7,2
"G3800930","2010","2","4","North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,"27420","99999","999",,,,,,,,,,,,,,"Stutsman County",,21100,20739,19996,126,297,99,12,4,205,361,167,14,3,1,0,112,64
"G3800950","2010","2","4","North Dakota","38","Towner County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Towner County",,2246,2236,2165,2,49,1,0,4,15,10,8,0,0,0,0,2,0
"G3800970","2010","2","4","North Dakota","38","Traill County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Traill County",,8121,7907,7693,39,63,21,1,1,89,214,116,3,1,0,0,88,6
"G3800990","2010","2","4","North Dakota","38","Walsh County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Walsh County",,11119,10150,9834,24,153,36,4,3,96,969,557,1,15,0,0,342,54
"G3801010","2010","2","4","North Dakota","38","Ward County","101",,,,,,,,,,,,,,"33500","99999","999",,,,,,,,,,,,,,"Ward County",,61675,59806,54717,1469,1533,550,76,34,1427,1869,1001,73,97,33,8,394,263
"G3801030","2010","2","4","North Dakota","38","Wells County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wells County",,4207,4186,4143,3,13,4,0,0,23,21,17,0,0,0,1,2,1
"G3801050","2010","2","4","North Dakota","38","Williams County","105",,,,,,,,,,,,,,"48780","99999","999",,,,,,,,,,,,,,"Williams County",,22398,21962,20364,57,878,78,5,3,577,436,275,6,21,1,0,66,67
"G3900010","2010","2","3","Ohio","39","Adams County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adams County",,28550,28307,27713,84,105,31,2,11,361,243,169,3,3,2,0,48,18
"G3900030","2010","2","3","Ohio","39","Allen County","003",,,,,,,,,,,,,,"30620","99999","338",,,,,,,,,,,,,,"Allen County",,106331,103818,87708,12508,162,725,13,271,2431,2513,1381,131,45,15,2,574,365
"G3900050","2010","2","3","Ohio","39","Ashland County","005",,,,,,,,,,,,,,"11740","99999","999",,,,,,,,,,,,,,"Ashland County",,53139,52638,51352,395,77,275,39,23,477,501,340,3,12,0,0,96,50
"G3900070","2010","2","3","Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,"11780","99999","184",,,,,,,,,,,,,,"Ashtabula County",,101497,98056,92126,3467,208,372,17,36,1830,3441,1915,119,33,3,5,1050,316
"G3900090","2010","2","3","Ohio","39","Athens County","009",,,,,,,,,,,,,,"11900","99999","999",,,,,,,,,,,,,,"Athens County",,64757,63755,58779,1741,140,1741,13,67,1274,1002,669,33,22,6,3,170,99
"G3900110","2010","2","3","Ohio","39","Auglaize County","011",,,,,,,,,,,,,,"47540","99999","338",,,,,,,,,,,,,,"Auglaize County",,45949,45406,44625,124,75,165,16,25,376,543,334,8,9,7,0,132,53
"G3900130","2010","2","3","Ohio","39","Belmont County","013",,,,,,,,,,,,,,"48540","99999","999",,,,,,,,,,,,,,"Belmont County",,70400,69971,65902,2815,85,257,6,46,860,429,304,19,3,2,1,63,37
"G3900150","2010","2","3","Ohio","39","Brown County","015",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Brown County",,44846,44577,43570,382,74,107,3,13,428,269,166,2,1,1,0,82,17
"G3900170","2010","2","3","Ohio","39","Butler County","017",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Butler County",,368130,353460,310183,26463,606,8759,239,516,6694,14670,6484,509,164,52,49,6239,1173
"G3900190","2010","2","3","Ohio","39","Carroll County","019",,,,,,,,,,,,,,"15940","99999","999",,,,,,,,,,,,,,"Carroll County",,28836,28598,28044,133,70,56,0,14,281,238,158,6,7,1,0,33,33
"G3900210","2010","2","3","Ohio","39","Champaign County","021",,,,,,,,,,,,,,"46500","99999","212",,,,,,,,,,,,,,"Champaign County",,40097,39646,37743,874,134,151,12,32,700,451,243,18,9,2,1,116,62
"G3900230","2010","2","3","Ohio","39","Clark County","023",,,,,,,,,,,,,,"44220","99999","212",,,,,,,,,,,,,,"Clark County",,138333,134528,117976,11999,302,849,47,232,3123,3805,1464,129,49,9,4,1764,386
"G3900250","2010","2","3","Ohio","39","Clermont County","025",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Clermont County",,197363,194467,187331,2234,349,1900,58,189,2406,2896,1919,50,54,20,3,603,247
"G3900270","2010","2","3","Ohio","39","Clinton County","027",,,,,,,,,,,,,,"48940","99999","178",,,,,,,,,,,,,,"Clinton County",,42040,41481,39496,905,85,211,17,41,726,559,309,27,11,2,0,158,52
"G3900290","2010","2","3","Ohio","39","Columbiana County","029",,,,,,,,,,,,,,"20620","99999","566",,,,,,,,,,,,,,"Columbiana County",,107841,106493,102326,2323,164,319,20,55,1286,1348,633,82,38,3,7,461,124
"G3900310","2010","2","3","Ohio","39","Coshocton County","031",,,,,,,,,,,,,,"18740","99999","999",,,,,,,,,,,,,,"Coshocton County",,36901,36622,35632,391,78,103,2,18,398,279,178,4,3,0,1,63,30
"G3900330","2010","2","3","Ohio","39","Crawford County","033",,,,,,,,,,,,,,"15340","99999","360",,,,,,,,,,,,,,"Crawford County",,43784,43251,42227,375,48,156,7,28,410,533,329,3,12,0,0,111,78
"G3900350","2010","2","3","Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,"17460","99999","184",,,,,,,,,,,,,,"Cuyahoga County",,1280122,1218852,785977,374968,2018,32615,217,1842,21215,61270,28126,5230,560,268,68,21497,5521
"G3900370","2010","2","3","Ohio","39","Darke County","037",,,,,,,,,,,,,,"24820","99999","212",,,,,,,,,,,,,,"Darke County",,52959,52313,51365,233,71,159,4,28,453,646,418,5,10,3,0,173,37
"G3900390","2010","2","3","Ohio","39","Defiance County","039",,,,,,,,,,,,,,"19580","99999","999",,,,,,,,,,,,,,"Defiance County",,39037,35628,34345,666,65,117,11,18,406,3409,1863,59,33,2,1,1087,364
"G3900410","2010","2","3","Ohio","39","Delaware County","041",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Delaware County",,174214,170545,153969,5756,216,7393,47,258,2906,3669,2359,81,36,43,4,839,307
"G3900430","2010","2","3","Ohio","39","Erie County","043",,,,,,,,,,,,,,"41780","99999","999",,,,,,,,,,,,,,"Erie County",,77079,74475,65463,6534,188,456,6,66,1762,2604,1603,110,44,7,2,458,380
"G3900450","2010","2","3","Ohio","39","Fairfield County","045",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Fairfield County",,146156,143646,130377,8609,278,1626,39,190,2527,2510,1453,93,31,19,6,622,286
"G3900470","2010","2","3","Ohio","39","Fayette County","047",,,,,,,,,,,,,,"47920","99999","198",,,,,,,,,,,,,,"Fayette County",,29030,28510,27227,569,59,151,8,32,464,520,244,17,8,6,0,205,40
"G3900490","2010","2","3","Ohio","39","Franklin County","049",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Franklin County",,1163414,1107696,783048,244200,2280,44723,676,2647,30122,55718,22569,3025,572,273,70,24625,4584
"G3900510","2010","2","3","Ohio","39","Fulton County","051",,,,,,,,,,,,,,"45780","99999","534",,,,,,,,,,,,,,"Fulton County",,42698,39357,38569,138,84,176,4,23,363,3341,1969,45,40,7,0,1011,269
"G3900530","2010","2","3","Ohio","39","Gallia County","053",,,,,,,,,,,,,,"38580","99999","999",,,,,,,,,,,,,,"Gallia County",,30934,30659,29150,800,108,139,0,16,446,275,158,12,10,1,1,57,36
"G3900550","2010","2","3","Ohio","39","Geauga County","055",,,,,,,,,,,,,,"17460","99999","184",,,,,,,,,,,,,,"Geauga County",,93389,92388,89766,1187,61,552,11,78,733,1001,748,11,14,5,0,168,55
"G3900570","2010","2","3","Ohio","39","Greene County","057",,,,,,,,,,,,,,"19380","99999","212",,,,,,,,,,,,,,"Greene County",,161573,158134,137440,11506,367,4663,81,261,3816,3439,2230,175,61,40,8,599,326
"G3900590","2010","2","3","Ohio","39","Guernsey County","059",,,,,,,,,,,,,,"15740","99999","999",,,,,,,,,,,,,,"Guernsey County",,40087,39738,38276,580,86,109,8,26,653,349,210,10,14,1,2,50,62
"G3900610","2010","2","3","Ohio","39","Hamilton County","061",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Hamilton County",,802374,781767,542273,204748,1219,16080,474,1665,15308,20607,10057,1204,398,102,129,6839,1878
"G3900630","2010","2","3","Ohio","39","Hancock County","063",,,,,,,,,,,,,,"22300","99999","248",,,,,,,,,,,,,,"Hancock County",,74782,71419,67888,1084,127,1258,11,68,983,3363,1940,74,40,5,1,958,345
"G3900650","2010","2","3","Ohio","39","Hardin County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardin County",,32058,31651,30774,255,44,180,3,19,376,407,216,4,8,2,9,128,40
"G3900670","2010","2","3","Ohio","39","Harrison County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harrison County",,15864,15785,15169,324,13,22,1,12,244,79,47,6,3,0,1,10,12
"G3900690","2010","2","3","Ohio","39","Henry County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Henry County",,28215,26355,25861,103,73,103,0,10,205,1860,996,14,16,2,2,665,165
"G3900710","2010","2","3","Ohio","39","Highland County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Highland County",,43589,43270,41852,597,99,99,1,25,597,319,190,7,12,3,2,34,71
"G3900730","2010","2","3","Ohio","39","Hocking County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hocking County",,29380,29182,28509,215,88,47,3,15,305,198,130,2,8,0,0,34,24
"G3900750","2010","2","3","Ohio","39","Holmes County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Holmes County",,42366,42037,41607,123,22,49,19,16,201,329,219,3,7,0,0,83,17
"G3900770","2010","2","3","Ohio","39","Huron County","077",,,,,,,,,,,,,,"35940","99999","999",,,,,,,,,,,,,,"Huron County",,59626,56293,54649,560,116,170,10,22,766,3333,1907,54,11,5,0,1160,196
"G3900790","2010","2","3","Ohio","39","Jackson County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,33225,32960,32096,191,115,109,12,15,422,265,171,2,5,0,0,56,31
"G3900810","2010","2","3","Ohio","39","Jefferson County","081",,,,,,,,,,,,,,"44600","99999","999",,,,,,,,,,,,,,"Jefferson County",,69709,68936,63519,3856,88,284,8,66,1115,773,558,23,8,4,1,84,95
"G3900830","2010","2","3","Ohio","39","Knox County","083",,,,,,,,,,,,,,"34540","99999","198",,,,,,,,,,,,,,"Knox County",,60921,60184,58498,485,116,348,16,52,669,737,435,11,7,2,0,210,72
"G3900850","2010","2","3","Ohio","39","Lake County","085",,,,,,,,,,,,,,"17460","99999","184",,,,,,,,,,,,,,"Lake County",,230041,222216,208994,7156,234,2586,31,175,3040,7825,3719,150,39,25,4,3402,486
"G3900870","2010","2","3","Ohio","39","Lawrence County","087",,,,,,,,,,,,,,"26580","99999","999",,,,,,,,,,,,,,"Lawrence County",,62450,62005,59547,1267,111,240,3,50,787,445,317,11,10,1,2,46,58
"G3900890","2010","2","3","Ohio","39","Licking County","089",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Licking County",,166492,164180,153811,5643,436,1224,33,183,2850,2312,1379,58,26,13,3,515,318
"G3900910","2010","2","3","Ohio","39","Logan County","091",,,,,,,,,,,,,,"13340","99999","999",,,,,,,,,,,,,,"Logan County",,45858,45319,43385,728,102,238,16,40,810,539,337,14,13,4,0,104,67
"G3900930","2010","2","3","Ohio","39","Lorain County","093",,,,,,,,,,,,,,"17460","99999","184",,,,,,,,,,,,,,"Lorain County",,301356,276066,241543,24289,635,2758,35,302,6504,25290,13867,1510,248,53,14,7108,2490
"G3900950","2010","2","3","Ohio","39","Lucas County","095",,,,,,,,,,,,,,"45780","99999","534",,,,,,,,,,,,,,"Lucas County",,441815,414841,313596,82541,955,6676,91,678,10304,26974,13272,1385,394,88,22,8228,3585
"G3900970","2010","2","3","Ohio","39","Madison County","097",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Madison County",,43435,42813,38994,2852,88,231,8,53,587,622,370,10,17,1,2,161,61
"G3900990","2010","2","3","Ohio","39","Mahoning County","099",,,,,,,,,,,,,,"49660","99999","566",,,,,,,,,,,,,,"Mahoning County",,238823,227687,185230,36400,392,1647,36,249,3733,11136,5618,1033,99,35,15,3169,1167
"G3901010","2010","2","3","Ohio","39","Marion County","101",,,,,,,,,,,,,,"32020","99999","198",,,,,,,,,,,,,,"Marion County",,66501,64998,59733,3754,97,326,27,56,1005,1503,832,53,16,9,7,460,126
"G3901030","2010","2","3","Ohio","39","Medina County","103",,,,,,,,,,,,,,"17460","99999","184",,,,,,,,,,,,,,"Medina County",,172332,169585,163794,1982,216,1638,17,104,1834,2747,1848,45,31,22,1,548,252
"G3901050","2010","2","3","Ohio","39","Meigs County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meigs County",,23770,23655,23087,202,50,51,1,10,254,115,63,4,4,0,0,20,24
"G3901070","2010","2","3","Ohio","39","Mercer County","107",,,,,,,,,,,,,,"16380","99999","999",,,,,,,,,,,,,,"Mercer County",,40814,40200,39453,91,83,180,68,18,307,614,308,10,18,1,3,211,63
"G3901090","2010","2","3","Ohio","39","Miami County","109",,,,,,,,,,,,,,"19380","99999","212",,,,,,,,,,,,,,"Miami County",,102506,101165,95908,2063,173,1213,13,110,1685,1341,814,21,16,5,2,358,125
"G3901110","2010","2","3","Ohio","39","Monroe County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,14642,14583,14326,60,16,16,1,1,163,59,32,1,1,0,1,15,9
"G3901130","2010","2","3","Ohio","39","Montgomery County","113",,,,,,,,,,,,,,"19380","99999","212",,,,,,,,,,,,,,"Montgomery County",,535153,522976,388917,111105,1096,9195,163,924,11576,12177,6355,765,146,78,14,3548,1271
"G3901150","2010","2","3","Ohio","39","Morgan County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morgan County",,15054,14957,13972,428,44,17,0,26,470,97,58,4,8,0,0,7,20
"G3901170","2010","2","3","Ohio","39","Morrow County","117",,,,,,,,,,,,,,"18140","99999","198",,,,,,,,,,,,,,"Morrow County",,34827,34447,33772,117,40,84,9,15,410,380,253,4,5,4,0,70,44
